product_id,name,category,size,desc,color,quantity,price,pic,link
41,Sequin Flip-Flop,Clothing,XL,A white sole flip-flop sandal with a brown sequin-embellished strap.,Brown,46,43.66,41.jpg,https://drive.google.com/file/d/10HfXzQmMqsV31Cs9o6DVWM_cs1wOf7UT/view?usp=drivesdk
42,Black Oxford Shoe,Clothing,S,A black leather and fabric Oxford shoe with brogue detailing and lace-up closure.,Black,15,32.38,42.jpg,https://drive.google.com/file/d/1kNHAqTlptXMLkhEUiORYy9CgyBKd_zss/view?usp=drivesdk
43,Leather Slip-on,Clothing,XL,"A sleek, dark brown leather slip-on shoe with a smooth finish and minimal stitching.",Brown,0,39.98,43.jpg,https://drive.google.com/file/d/1avmaZowSVUKszwIzoZ8OZnF6_KP9RcVc/view?usp=drivesdk
44,Denim Skirt,Clothing,L,A blue denim skirt featuring a pink floral belt tied at the waist.,Blue,7,19.9,44.jpg,https://drive.google.com/file/d/1Bn7Y8_adzZENIANilpk-urtwwUdf3U5Q/view?usp=drivesdk
45,Denim Skirt,Clothing,XL,A blue denim skirt featuring a purple floral patterned belt tied at the waist.,Blue,24,24.68,45.jpg,https://drive.google.com/file/d/181mS9EDryETn2Kzqe61aw0WpkC5t7crG/view?usp=drivesdk
46,Denim Skirt,Clothing,M,A blue denim skirt featuring a purple floral patterned belt tied at the waist.,Blue,27,34.9,46.jpg,https://drive.google.com/file/d/1mB-e_pRWVepmqiAzg2E1oWMEo60WT9sR/view?usp=drivesdk
47,Striped Watch,Clothing,M,"A wristwatch with a rectangular face and a colorful striped band in shades of red, pink, and purple.",Red,45,45.97,47.jpg,https://drive.google.com/file/d/1WnKahXusrSJBEI0-Tb87uiqr0cF2yafB/view?usp=drivesdk
48,Esprit Watch,Clothing,L,A silver-tone wristwatch with a rectangular face and crystal embellishments on the band.,Silver,11,15.12,48.jpg,https://drive.google.com/file/d/1azgnZpHZ1BptNvzaLbc4y06_jEqu0QGn/view?usp=drivesdk
49,Silver Wristwatch,Clothing,S,A silver metal wristwatch with a rectangular black dial and crystal embellishments.,Silver,13,45.91,49.jpg,https://drive.google.com/file/d/1v-ck01iOt3qKgHLSffZn1ttgHL5wkWLO/view?usp=drivesdk
50,Esprit Bracelet Watch,Clothing,XL,A silver-tone bracelet watch with a rectangular black dial and decorative rhinestone accents on the band.,Silver,28,24.78,50.jpg,https://drive.google.com/file/d/1lR_7r8P1EgetvfLhiZYXXf-Arvjm2wVP/view?usp=drivesdk
51,Number Print Tee,Clothing,L,A light blue short-sleeve t-shirt featuring a large pink number 10 and small decorative patches near the neckline.,Blue,48,27.11,51.jpg,https://drive.google.com/file/d/1l27ZkP-DkZbijm6HOf8jjCalzEruP7uL/view?usp=drivesdk
52,Nike Leggings,Clothing,XL,Black fitted Nike leggings with a small white swoosh logo on the waistband.,Black,43,46.92,52.jpg,https://drive.google.com/file/d/1tzPNmVWj6r_P1REoR8HrUHIFjkz5wnsT/view?usp=drivesdk
53,Mickey Flip Flop,Clothing,S,Yellow flip flop featuring a Mickey Mouse design and black straps with a Mickey embellishment.,Yellow,48,21.19,53.jpg,https://drive.google.com/file/d/18ULSHSyaCrZIguAX1C2BqZ-GQyuccz6j/view?usp=drivesdk
54,Colorblock Windbreaker,Clothing,M,A lightweight windbreaker jacket featuring a colorblock design with a hood and front zipper.,Purple,14,20.23,54.jpg,https://drive.google.com/file/d/1cTcz7Cv3Qv7xByDaHlht3H-TCK4WFcfj/view?usp=drivesdk
55,Nike Sports Shorts,Clothing,XL,Dark gray Nike sports shorts with side panels and an elastic waistband featuring the Nike logo.,Gray,50,31.95,55.jpg,https://drive.google.com/file/d/1woES1v7Y87bnlNLKsxnIjVsvnJXAMmRE/view?usp=drivesdk
56,Checked Shirt,Clothing,S,A men's long-sleeve checked shirt with buttoned chest pockets and rolled-up sleeves.,Blue,24,26.97,56.jpg,https://drive.google.com/file/d/1o-cit50NKuBlHHwLOyOslxPdYs410Y2a/view?usp=drivesdk
57,Short Sleeve Shirt,Clothing,L,A casual short sleeve button-up shirt with a front pocket and subtle striped pattern.,Gray,37,38.27,57.jpg,https://drive.google.com/file/d/15snjtR4D0G2ig520MSjHLRtVPHYuynAo/view?usp=drivesdk
58,Plaid Shirt,Clothing,S,A short-sleeve button-up shirt with a plaid pattern.,Olive,8,37.46,58.jpg,https://drive.google.com/file/d/1y42yMyWQ15YbQxluBM9b1QSj_dt4A_MV/view?usp=drivesdk
59,Plaid Shirt,Clothing,XL,"Short-sleeve button-up shirt with a purple, white, and green plaid pattern and two chest pockets.",Purple,9,20.13,59.jpg,https://drive.google.com/file/d/1-195XTVpjxBpjrdk1D1tLWYcxQ_GqPuR/view?usp=drivesdk
60,Graphic T-shirt,Clothing,XL,Red short-sleeve T-shirt featuring a graphic print of an eagle holding an American flag.,Red,36,23.38,60.jpg,https://drive.google.com/file/d/1xcok8sCQYtf7kJVwF3CWYYxzjVagDtcd/view?usp=drivesdk
61,Digital Sports Watch,Clothing,XL,A black digital sports watch with red accents and a rectangular display.,Black,16,46.6,61.jpg,https://drive.google.com/file/d/1uK7pQxZt6aWgDkSr7WqrPuH2eHJNEw0F/view?usp=drivesdk
62,Striped Sweater,Clothing,M,A black V-neck sweater with horizontal white and green stripes and an embroidered emblem on the chest.,Black,47,28.99,62.jpg,https://drive.google.com/file/d/1tUEy4adfoPWShYPywt-le-2m0Pvf4bXU/view?usp=drivesdk
63,Striped Sweater,Clothing,XL,"A long-sleeve sweater with horizontal black, gray, and purple stripes.",Black,33,24,63.jpg,https://drive.google.com/file/d/1pbgsGnS2YSxGVgfbuXADPB7wk-nErL3c/view?usp=drivesdk
64,Striped Sweater,Clothing,L,"A men's knitted sweater featuring horizontal stripes in multiple shades of blue, grey, and white with a round neckline.",Blue,39,49.56,64.jpg,https://drive.google.com/file/d/1IhCPVZLpGazSHZ9JxqWM9rHUMD_XWheR/view?usp=drivesdk
65,Plaid Shirt,Clothing,XL,A long-sleeve plaid shirt with rolled-up sleeves and buttoned chest pockets.,Green,14,24.21,65.jpg,https://drive.google.com/file/d/191n5dVVzpe1RhCBl6PrS8JnvzNxMK1_S/view?usp=drivesdk
66,Buttoned Cardigan,Clothing,L,A white knitted cardigan with large buttons and front pockets.,White,29,22.07,66.jpg,https://drive.google.com/file/d/1YxJhcFX568NWyjPQa5SZ01qs3qOFdB-S/view?usp=drivesdk
67,Black Leggings,Clothing,S,A pair of fitted black leggings with a high waist.,Black,14,39.1,67.jpg,https://drive.google.com/file/d/1twq9jtF5pnwunpIh1hZU44iw0zBI75h9/view?usp=drivesdk
68,Drawstring Pants,Clothing,XL,Light beige drawstring pants with a relaxed fit and side pockets.,Beige,13,29.76,68.jpg,https://drive.google.com/file/d/1R_XVWLAk4GjCMzL7gs335gwJIiml6ROz/view?usp=drivesdk
69,Square Wristwatch,Clothing,M,A square-faced wristwatch with a black rubber strap and a silver bezel featuring multiple dials.,Black,49,38.56,69.jpg,https://drive.google.com/file/d/1o1ALguAHwluxUM-W8ycD7aZ5sXt-nTTd/view?usp=drivesdk
70,Digital Watch,Clothing,M,A red digital watch with a rectangular screen and ventilation slots on the strap.,Red,20,45.89,70.jpg,https://drive.google.com/file/d/1NC3XO-1n_E8Tc8YnF2var1t2cW2aCLvm/view?usp=drivesdk
71,Striped Sweater,Clothing,S,A long-sleeve V-neck sweater with wide horizontal green and dark gray stripes.,Green,37,28.62,71.jpg,https://drive.google.com/file/d/1pRBThuGBO-Kr135f55EjOFz6_i4BZiO0/view?usp=drivesdk
72,Striped Sweater,Clothing,M,"A long-sleeve sweater with horizontal stripes in brown, yellow, and gray.",Brown,39,42.03,72.jpg,https://drive.google.com/file/d/1LhsJCCef4LW20i_P_U6iLyS__tcrkNVS/view?usp=drivesdk
73,Striped Sweater,Clothing,M,A men's knitted sweater featuring horizontal stripes in multiple colors with a round neckline.,Black,5,33.78,73.jpg,https://drive.google.com/file/d/136JiFafrajdKr7yAuiD3pWimao-vK98o/view?usp=drivesdk
74,Striped Sweater,Clothing,XL,A long-sleeve V-neck sweater with wide horizontal stripes in maroon and gray.,Maroon,3,11.59,74.jpg,https://drive.google.com/file/d/1sx5SD4l-r1ARI8UOxZ3nZdCddolF3GIr/view?usp=drivesdk
75,Striped Sweater,Clothing,L,A long-sleeve sweater with wide horizontal gray and white stripes and a V-neck collar.,Gray,16,19.22,75.jpg,https://drive.google.com/file/d/1rE1Tmf0mSCgmrD9XXXdmhpEbm1Ha2miI/view?usp=drivesdk
76,Square Wristwatch,Clothing,M,A square-faced wristwatch with a brown leather strap and gold-tone casing.,Brown,3,42.34,76.jpg,https://drive.google.com/file/d/1_BjCQO_-KzcisGIgDwm_vyNvKYCuWaFH/view?usp=drivesdk
77,Esprit Chronograph,Clothing,S,A stainless steel wristwatch with a black dial featuring chronograph subdials and a date display.,Silver,36,36.02,77.jpg,https://drive.google.com/file/d/1CFltlPgvuQZhShUtM2Vcr4HL37-B3ATa/view?usp=drivesdk
78,Skinny Jeans,Clothing,M,A pair of fitted skinny jeans with a medium blue wash and classic five-pocket styling.,Blue,17,31.31,78.jpg,https://drive.google.com/file/d/1MWmvSDYKSU3XGcoPKSgL_hqhKyjRB-Ow/view?usp=drivesdk
79,Men's Dress Pants,Clothing,S,A pair of men's formal dress pants in a straight fit.,Brown,38,31.72,79.jpg,https://drive.google.com/file/d/1nwIVs7apo7Uwvj5HzgiR0SSWHXlc1VRj/view?usp=drivesdk
80,Green Mini Skirt,Clothing,L,A light green mini skirt with floral embroidery near the hem.,Green,23,18.3,80.jpg,https://drive.google.com/file/d/17Ihl4LFbjLvE4wBw_NorH_y_9K1b9EaM/view?usp=drivesdk
81,Formal Trousers,Clothing,XL,"A pair of gray formal trousers with a straight fit, worn with a black belt.",Gray,24,18.28,81.jpg,https://drive.google.com/file/d/1vlaGuFyTsfRh0nWHt2tAgTjVYpT7T1TE/view?usp=drivesdk
82,Formal Trousers,Clothing,XL,A pair of tailored formal trousers in a straight fit.,Gray,36,19.41,82.jpg,https://drive.google.com/file/d/1WavbVzd-6BaWLFlm7ScgMx5s-1j1ORUU/view?usp=drivesdk
83,Formal Trousers,Clothing,S,"A pair of beige formal trousers with a straight fit, worn with a black belt.",Beige,6,15.64,83.jpg,https://drive.google.com/file/d/1aJeHdykwgP7ME6mgJiwa33BxnfopnagC/view?usp=drivesdk
84,Drawstring Pants,Clothing,XL,Comfortable dark blue drawstring pants with an elastic waistband and side pockets.,Blue,38,48.8,84.jpg,https://drive.google.com/file/d/13uYvVNcxBX0THNxve7Kjey7l0IiUGLQ_/view?usp=drivesdk
85,Half-Zip Pullover,Clothing,M,"A long-sleeve, maroon half-zip pullover with a yellow zipper and subtle diagonal patterns.",Maroon,39,13.11,85.jpg,https://drive.google.com/file/d/1BdSa1scZgoYQpofAxt-NBfqz-u-4LG6D/view?usp=drivesdk
86,Slim Fit Jeans,Clothing,L,Dark blue slim fit jeans with contrast stitching.,Blue,13,13.83,86.jpg,https://drive.google.com/file/d/1Kh9qeMcpTHpu3qbkbz0fgc77pkJB5Noq/view?usp=drivesdk
87,Checkered Trousers,Clothing,L,Men's slim-fit checkered trousers with a formal design.,Black,9,16.97,87.jpg,https://drive.google.com/file/d/1ovCT-UX6-h2dX-yX0_ECGIiC0jbnD-xZ/view?usp=drivesdk
88,Men's Jeans,Clothing,M,A pair of slim-fit men's jeans with a faded wash effect.,Blue,18,37.17,88.jpg,https://drive.google.com/file/d/1WH3bnBdgWcxkGvnfvTMLK62l70_QaIOC/view?usp=drivesdk
89,Open Front Cardigan,Clothing,XL,"A long-sleeve, open front cardigan with a draped design.",Black,13,27.84,89.jpg,https://drive.google.com/file/d/1n9EXeAECoIOqf2mOWX8zF3bZrd4IOHaQ/view?usp=drivesdk
90,Casual Shirt,Clothing,L,A long-sleeve casual shirt with a front pocket and button-down design.,Blue,30,33.92,90.jpg,https://drive.google.com/file/d/15SBZEykEWn7CK78Y7fjch2wZse2f9fHQ/view?usp=drivesdk
91,Polo Shirt,Clothing,XL,A short-sleeve maroon polo shirt with a collar and button placket.,Maroon,34,40.35,91.jpg,https://drive.google.com/file/d/11lAvuKAUsusjlU0Miv9WlYZ_FiFO1Hx0/view?usp=drivesdk
92,V-neck Sweater,Clothing,M,A black long-sleeve V-neck sweater made from a fine knit fabric.,Black,44,41.85,92.jpg,https://drive.google.com/file/d/1FrlXBeKqhT8_1yzr_KK76IsHEWew0Rlu/view?usp=drivesdk
93,White Polo,Clothing,M,A white short-sleeve polo shirt with red trim on the collar and sleeves.,White,11,31.07,93.jpg,https://drive.google.com/file/d/1Hp99jF-tIGoneBpi4cGr2xqZaTt5eZMM/view?usp=drivesdk
94,Printed T-shirt,Clothing,S,A short-sleeved T-shirt featuring an intricate dark floral and geometric print on a muted brown background.,Brown,25,34.57,94.jpg,https://drive.google.com/file/d/1raSgzXaipRvMW0CSzwbFKJvC7tNFUG91/view?usp=drivesdk
95,Key Print T-shirt,Clothing,S,A black short-sleeve t-shirt featuring a large white graphic print of two keys on a chain.,Black,41,13.65,95.jpg,https://drive.google.com/file/d/1g60eyJKPx2qc4txmXiOjqOmdzf4nNrZn/view?usp=drivesdk
96,Green Polo,Clothing,L,A green short-sleeve polo shirt with yellow trim on the collar and sleeves.,Green,30,43.49,96.jpg,https://drive.google.com/file/d/1vD6ZHWQkd0D-vEV7O1j7OyaJKwNkFT-0/view?usp=drivesdk
97,Sporty Wristwatch,Clothing,L,A sporty wristwatch featuring a black dial with silver numerals and a red strap.,Red,5,40.95,97.jpg,https://drive.google.com/file/d/1nBSiyABGvY9JLtlPRom1uId09NWdE5-R/view?usp=drivesdk
98,Black Sports Watch,Clothing,M,"A black sports watch with a round dial, luminous markers, and a black rubber strap.",Black,5,13.95,98.jpg,https://drive.google.com/file/d/1l67gVjEnhKveVJeOQyDWcoXomOHHCLYx/view?usp=drivesdk
99,Beaded Sandal,Clothing,XL,"A flat sandal with a brown sole, beige straps, and decorative wooden beads on the front strap.",Brown,31,11,99.jpg,https://drive.google.com/file/d/1HOGaUx3sY568o72MCiXZVniHAzO-5Wcv/view?usp=drivesdk
100,Graphic Hoodie,Clothing,M,A navy blue hoodie featuring a front graphic print with pink and white text and images.,Blue,15,42.35,100.jpg,https://drive.google.com/file/d/1W1LJrjxnTEXhGgLr0cr7fFGyyGxwaF7s/view?usp=drivesdk
101,Draped Cardigan,Clothing,S,A black open-front draped cardigan with long sleeves.,Black,44,19.78,101.jpg,https://drive.google.com/file/d/1DbDiPHBE1WlBezuUf-eYuooE94AgtNCH/view?usp=drivesdk
102,Checked Shirt,Clothing,L,A short-sleeve blue checked shirt with a button-down front and a chest pocket.,Blue,19,45.75,102.jpg,https://drive.google.com/file/d/1XjlW9SuCkdLYecMdJ_kcUl-NnqLLCj3z/view?usp=drivesdk
103,Plaid Shirt,Clothing,S,Men's long-sleeve plaid shirt with rolled-up sleeves and button closure.,Blue,25,13.74,103.jpg,https://drive.google.com/file/d/1aonWOd_9mArtBP-BpDqLorNSISw_EzPJ/view?usp=drivesdk
104,Checked Shirt,Clothing,L,Short-sleeve button-up shirt with a green and blue checkered pattern.,Green,16,46.9,104.jpg,https://drive.google.com/file/d/1n7mniT_iasYltirzHFHhvTIsLV9TLgkv/view?usp=drivesdk
105,Polo Shirt,Clothing,XL,A red short-sleeve polo shirt with a contrasting dark collar and printed design on the chest.,Red,48,24.66,105.jpg,https://drive.google.com/file/d/1Hr6iqIoCFpVsdrc07YAGCfYTHI1qYncj/view?usp=drivesdk
106,Graphic T-shirt,Clothing,L,White short-sleeve t-shirt with colorful graphic print and text on the front.,White,25,15.78,106.jpg,https://drive.google.com/file/d/1UO8Ai_oj8P9sRpyp1zb8WWx8oYzAXE7i/view?usp=drivesdk
107,Graphic T-shirt,Clothing,M,A blue short-sleeve crew neck t-shirt with white printed text and graphics on the front.,Blue,3,44.42,107.jpg,https://drive.google.com/file/d/1Fer5kebKFLEA0S8T6gXVD5r81SdNWccR/view?usp=drivesdk
108,Graphic Longsleeve,Clothing,S,A red long-sleeve t-shirt featuring a colorful graphic print on the front.,Red,48,19.92,108.jpg,https://drive.google.com/file/d/13jn3t1t5xNlaGNNgKi31BZO4WHjoDrjC/view?usp=drivesdk
109,Black Henley Tee,Clothing,L,A fitted black short-sleeve Henley t-shirt with a buttoned placket.,Black,37,15.35,109.jpg,https://drive.google.com/file/d/1u0ZZbtI5APbIuR3khxiu5eiWhH4aO-dF/view?usp=drivesdk
110,Casual Sneakers,Clothing,M,Black casual sneakers with blue accents and lace-up design.,Black,29,46.54,110.jpg,https://drive.google.com/file/d/1YehJmZS7ECRvDLasStX9UrLgsEbR5Mfy/view?usp=drivesdk
111,Black Loafer,Clothing,L,A sleek black leather loafer with a low heel and slip-on design.,Black,12,11.93,111.jpg,https://drive.google.com/file/d/1lIyImVNgzIhedKhJTdGvQAvCZTfObMm9/view?usp=drivesdk
112,Brown Loafers,Clothing,XL,A pair of brown leather slip-on loafers with a low heel and rounded toe.,Brown,28,40.61,112.jpg,https://drive.google.com/file/d/10-mOrLZ1fRCdRdBlXffnDINUTzYJlp06/view?usp=drivesdk
113,Black Ankle Boot,Clothing,XL,A sleek black leather ankle boot with a low heel and elastic side panels.,Black,38,20.11,113.jpg,https://drive.google.com/file/d/1cmWdEgH8nUm6Z-gFfQI8NWVIddiOyFnK/view?usp=drivesdk
114,Pointed Dress Shoe,Clothing,S,A sleek black pointed dress shoe with lace-up closure and a smooth leather finish.,Black,8,20.15,114.jpg,https://drive.google.com/file/d/1nLheblPWmdwd6wFQ4Kvf4VJ5FTjTytMY/view?usp=drivesdk
115,Black Leather Shoe,Clothing,XL,A sleek black leather lace-up shoe with a low heel and smooth finish.,Black,7,11.09,115.jpg,https://drive.google.com/file/d/1kBJRUN4qlqjYAVdIYUPlpPeM6qwvdjiB/view?usp=drivesdk
116,Leather Slide,Clothing,L,A brown leather slide sandal with a black sole and open toe design.,Brown,46,47.15,116.jpg,https://drive.google.com/file/d/1xTebNciIOQ1B48aAxB_cqrrVH_FXVohC/view?usp=drivesdk
117,Black Dress Shoe,Clothing,M,A sleek black leather dress shoe with lace-up closure and subtle stitching details.,Black,43,35.39,117.jpg,https://drive.google.com/file/d/1hJhOAVC4ycWv7NsdmfWNghsboZA_tp7D/view?usp=drivesdk
